0	シュミット・ダニエル	34.85685011586675
1	三上朋也	67.09694478886502
2	三浦弦太	24.839484696748443
3	上林誠知	86.24963768039841
4	上田仁	13.92838827718412
5	中島翔哉	78.15369473031969
6	中村奨吾	109.60839383915814
7	中村航輔	47.65501022977542
8	丹羽孝希	51.70106381884226
9	乾貴士	83.34266614405853
10	井上琴絵	21.817424229271428
11	京田陽太	65.50572494064927
12	今村優香	28.372521918222215
13	今永昇太	109.99090871522064
14	伊藤美誠	162.18507946170635
15	佐々木翔	40.06245124802026
16	佐藤瞳	14.832396974191326
17	佐藤美弥	14.38749456993816
18	入澤まい	20.074859899884732
19	内瀬戸真実	21.236760581595302
20	冨安健洋	46.400431032480725
21	冨永こよみ	22.02271554554524
22	加藤美優	50.16971197844373
23	南野拓実	99.5238664843765
24	原樹理	55.58776843874919
25	古賀紗理那	44.710177812216315
26	吉川尚輝	34.741905532080416
27	吉村真晴	57.14017850864661
28	吉田正尚	195.8775127471247
29	堂安律	93.888231424391
30	大城滉二	49.59838707054898
31	大山悠輔	89.77750274985377
32	大島祐哉	17.663521732655695
33	大竹壱青	20.46948949045872
34	奥村麻依	23.130067012440755
35	宇佐美貴史	165.8282243769136
36	安西幸輝	17.11724276862369
37	室屋成	46.24932431938871
38	宮下遥	25.099800796022265
39	小幡真子	19.157244060668017
40	小林祐希	56.929781309961136
41	小林誠司	83.60621986431393
42	小野寺太志	26.514147167125703
43	山口蛍	70.03570517957252
44	山岡泰輔	86.26123115281858
45	山岸あかね	14.798648586948742
46	山本由伸	76.60287200882223
47	山﨑康晃	131.59027319676784
48	岡本和真	87.36704184073076
49	岩坂名奈	25.709920264364882
50	島村春世	17.74823934929885
51	平野美宇	191.18315825406796
52	張本智和	67.2532527094415
53	新鍋理沙	35.90264614203248
54	早田ひな	52.96225070746144
55	昌子源	53.178943201233324
56	木原美悠	21.633307652783937
57	李博	17.175564037317667
58	村上宗隆	30.757112998459398
59	東口順昭	64.79969135728966
60	東谷玲衣奈	19.697715603592208
61	松平健太	43.81780460041329
62	松永昂大	41.2674205639267
63	柳田将洋	52.630789467763066
64	柴崎岳	90.26073343375845
65	梅野雄吾	27.83882181415011
66	森さくら	26.962937525425527
67	森原康平	42.36744032862972
68	森唯斗	118.9663818059539
69	森薗政崇	29.949958263743873
70	橋本帆乃香	21.213203435596427
71	橋本拳人	41.46082488325576
72	水谷隼	108.94494022211403
73	深津旭弘	14.89966442575134
74	深津英臣	22.93468988235943
75	清水邦広	28.284271247461902
76	田代佳奈美	19.849433241279208
77	田口麗斗	41.53311931459037
78	田村龍弘	46.36809247747852
79	甲斐拓也	84.6994687114388
80	石井優希	17.05872210923198
81	石川佳純	106.74268124794318
82	石川祐希	18.027756377319946
83	福澤達哉	22.315913604421397
84	芥川愛加	16.431676725154983
85	荒木絵里香	59.79130371550699
86	藤井直伸	14.933184523068078
87	西大伍	43.95452195167182
88	西川遥輝	109.47602477255009
89	西田有志	23.40939982143925
90	近藤健介	149.7431133641878
91	野間峻祥	61.106464469808756
92	鈴木武蔵	54.67174773134658
93	鍋谷友理枝	19.235384061671343
94	鎌田大地	39.56008088970496
95	長内美和子	22.737634001804146
96	長﨑美柚	37.080992435478315
97	香川真司	189.98947339260667
98	高橋礼	29.32575659723036
99	黒後愛	29.715315916207253
